Label,Stars,Ratings,Sold,PriceMin,PriceMax,Stock,Seller,SellerRatings,Products,ResponseRate,ResponseTime,Joined,Followers,URL
Watch Parts 30.5mm Sterile black watch dial white marks fit ETA 2824 2836 Miyota 8215 ST1612 Automatic Movements,0,0,0,66.56,66.56,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/Watch-Parts-30.5mm-Sterile-black-watch-dial-white-marks-fit-ETA-2824-2836-Miyota-8215-ST1612-Automatic-Movements-i.260076189.4533355431
44mm Corgeut Blue Dial Stainless Steel Case Luminous 17 Jewels 6497 Hand Winding Movement Mens Watch,0,0,0,276,276,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/44mm-Corgeut-Blue-Dial-Stainless-Steel-Case-Luminous-17-Jewels-6497-Hand-Winding-Movement-Mens-Watch-i.260076189.5333876381
41mm Corgeut Black PVD Case Sapphire Glass Date Window Luminous Hands Automatic Movement Mens Watch,0,0,0,396,396,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/41mm-Corgeut-Black-PVD-Case-Sapphire-Glass-Date-Window-Luminous-Hands-Automatic-Movement-Mens-Watch-i.260076189.6633872878
2020CONTENA creative calendar design academic style students simple and exquisite watch female,0,0,0,48.39,48.39,0,shzysy.my,137,1400,0.97,days,5 months ,80,https://shopee.com.my/2020CONTENA-creative-calendar-design-academic-style-students-simple-and-exquisite-watch-female-i.211422437.3235731876
Rolex Rhinestone Female Watch 35mm Boutique Girls Steel Band Wrist Watch,5,1,1,80.14,80.14,1,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Rolex-Rhinestone-Female-Watch-35mm-Boutique-Girls-Steel-Band-Wrist-Watch-i.173469253.7326035683
Ck Watch Simple Three Needle Student Bracelet Watch Viola-playing Girlfriend With,0,0,0,74.2,74.2,0,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Ck-Watch-Simple-Three-Needle-Student-Bracelet-Watch-Viola-playing-Girlfriend-With-i.173469253.6411366239
Ngines/wave. Piano Watch Male Essential Steel Band Watch Precision,0,0,0,92.65,92.65,0,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Ngines-wave.-Piano-Watch-Male-Essential-Steel-Band-Watch-Precision-i.173469253.5019760773
CiaoBest Men's watch,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Men's-watch-i.133818407.7135566883
CiaoBest Wallace waterproof watch men's gold business quartz watch Korean Trend leisure fashion couple watch mixed batc,0,0,0,25.28,25.28,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wallace-waterproof-watch-men's-gold-business-quartz-watch-Korean-Trend-leisure-fashion-couple-watch-mixed-batc-i.133818407.6835566832
CiaoBest New watches fashion simple couple watches original Shi Ying movement ladies watches waterproof watches men's wa,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-New-watches-fashion-simple-couple-watches-original-Shi-Ying-movement-ladies-watches-waterproof-watches-men's-wa-i.133818407.6535566825
Huawei Watch GT2 Electroplate TPU Protection Straps Clasps Case Cover,4.9,86,167,7.9,7.9,167,nielsoncheong,898,87,0.97,hours,34 months ,1300,https://shopee.com.my/Huawei-Watch-GT2-Electroplate-TPU-Protection-Straps-Clasps-Case-Cover-i.30318655.7012868788
CiaoBest Wallis new fashion steel band watches calendar waterproof three-pin quartz watches manufacturers wholesale men',0,0,0,34.18,34.18,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wallis-new-fashion-steel-band-watches-calendar-waterproof-three-pin-quartz-watches-manufacturers-wholesale-men'-i.133818407.6135566895
2020 Women's elegant and noble temperament quartz watch women,0,0,0,42.32,42.32,0,zmyzm1269.my,265,4600,0.99,days,6 months ,526,https://shopee.com.my/2020-Women's-elegant-and-noble-temperament-quartz-watch-women-i.201120301.6135566823
CiaoBest Wlisth watch men's suit couple watch a pair of wholesale manufacturernight light waterproof steel belt watch la,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wlisth-watch-men's-suit-couple-watch-a-pair-of-wholesale-manufacturernight-light-waterproof-steel-belt-watch-la-i.133818407.6535566721
"Original UAG Urban Armor Gear Watch Band UAG Active Nylon weave Band Strap for Apple Watch 4, 3, 2 & 1 38mm/40mm 42mm/44mm",5,2,2,49.99,49.99,2,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/Original-UAG-Urban-Armor-Gear-Watch-Band-UAG-Active-Nylon-weave-Band-Strap-for-Apple-Watch-4-3-2-1-38mm-40mm-42mm-44mm-i.216287990.7832458907
Apple Watch iwatch Serie 5 4 3 2 1Stainless Steel Wrist Band Strap 38/42/40/44mm,5,1,2,36.79,36.79,2,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/Apple-Watch-iwatch-Serie-5-4-3-2-1Stainless-Steel-Wrist-Band-Strap-38-42-40-44mm-i.216287990.7320240591
CiaoBest WLISTH/Wallis new small three-pin creative quartz men's watch wholesale waterproof men's watch non-mechanical,0,0,0,39.04,39.04,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-WLISTH-Wallis-new-small-three-pin-creative-quartz-men's-watch-wholesale-waterproof-men's-watch-non-mechanical-w-i.133818407.6035566736
New Stock！Milanese Loop for Apple Watch Series 5 4 3 2 1 For iwatch 42mm 38mm 40mm 44mm Band Steel Strap Magnetic Wrist + Case || All Sounds,5,1,6,18,18,6,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/New-Stock！Milanese-Loop-for-Apple-Watch-Series-5-4-3-2-1-For-iwatch-42mm-38mm-40mm-44mm-Band-Steel-Strap-Magnetic-Wrist-Case-All-Sounds-i.216287990.5019196857
CiaoBest Men's steel band quartz watch business night light waterproof men's watch double calendar leisure men's watch c,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Men's-steel-band-quartz-watch-business-night-light-waterproof-men's-watch-double-calendar-leisure-men's-watch-c-i.133818407.5735566742
Curren 8327 Men's Casual Watch Japan Imported Quartz Movement Leather Strap Calendar Waterproof Quartz Wristwatch,0,0,0,55.5,55.5,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-8327-Men's-Casual-Watch-Japan-Imported-Quartz-Movement-Leather-Strap-Calendar-Waterproof-Quartz-Wristwatch-i.208385345.3835126048
Xiaomi Mi 4 Bracelet Wrist Strap Xiaomi Mi 3 Replacement Wristband,0,0,0,5.11,5.11,0,kxwj.sip.my,15,1800,0.87,days,11 months ,8,https://shopee.com.my/Xiaomi-Mi-4-Bracelet-Wrist-Strap-Xiaomi-Mi-3-Replacement-Wristband-i.161158520.3403780222
MONTBLANC Automatic Watch (7A),0,0,0,299,299,0,edwardwong99,73,5,0.92,hours,3 years ,66,https://shopee.com.my/MONTBLANC-Automatic-Watch-(7A)-i.19943126.1228571013
Curren Men's Casual Watch Genuine Leather Strap Fashion Large Dial Calendar Waterproof Quartz Watch 8267,0,0,0,56,56,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Watch-Genuine-Leather-Strap-Fashion-Large-Dial-Calendar-Waterproof-Quartz-Watch-8267-i.208385345.5035030628
CiaoBest Steel band couple South Korean night light waterproof trend leisure diamond double calendar quartz watc,0,0,0,29.31,29.31,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Steel-band-couple-South-Korean-night-light-waterproof-trend-leisure-diamond-double-calendar-quartz-watc-i.133818407.4735568341
DW Watch [Authentic] Men/Women Support Official Website Verification (Ready Stock),0,0,0,239,239,0,edwardwong99,73,5,0.92,hours,3 years ,66,https://shopee.com.my/DW-Watch-Authentic-Men-Women-Support-Official-Website-Verification-(Ready-Stock)-i.19943126.3523361335
Curren Men's Casual Watch Genuine Leather Strap Waterproof Calendar Display Fashion Business Quartz Watch 8253,0,0,0,54.2,54.2,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Watch-Genuine-Leather-Strap-Waterproof-Calendar-Display-Fashion-Business-Quartz-Watch-8253-i.208385345.4135031135
Curren Men's Casual Sports Watch Calendar Fashion Large Dial Genuine Leather Strap Waterproof Quartz Watch 8284,0,0,0,55.5,55.5,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Sports-Watch-Calendar-Fashion-Large-Dial-Genuine-Leather-Strap-Waterproof-Quartz-Watch-8284-i.208385345.6635030395
Curren Men's Fashion Watch Double Calendar Waterproof Large Dial Fashion Quartz Watch 8224,0,0,0,56.2,56.2,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Fashion-Watch-Double-Calendar-Waterproof-Large-Dial-Fashion-Quartz-Watch-8224-i.208385345.3435128096
100%Original Gshock GA110 GA1101B GA-110-1B STANDARD ANALOG-DIGITAL Casio Timepiece Watch,0,0,0,405,405,0,y_t102,0,31,0.71,days,19 months ,8,https://shopee.com.my/100-Original-Gshock-GA110-GA1101B-GA-110-1B-STANDARD-ANALOG-DIGITAL-Casio-Timepiece-Watch-i.102995025.4832081023
BASIC PINNACLE MOTORSPORTS SERIES WATCH,0,0,0,109,109,0,ieka_iman,0,1,0.57,hours,10 months ,1,https://shopee.com.my/BASIC-PINNACLE-MOTORSPORTS-SERIES-WATCH-i.164274806.3235695266
CiaoBest A hair-made simple explosion fashion lady quartz watch star watch women Korean version of the student 2020 wome,0,0,0,15.63,15.63,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-A-hair-made-simple-explosion-fashion-lady-quartz-watch-star-watch-women-Korean-version-of-the-student-2020-wome-i.133818407.4435568269
2020 Women's fine watch,0,0,0,46.82,46.82,0,shzysy.my,137,1400,0.97,days,5 months ,80,https://shopee.com.my/2020-Women's-fine-watch-i.211422437.4435568256
100% Original Gshock GSTS300 GSTS300G GST-S300G-1A1 Casio Gshock AllBlack BlackOut Timepieces Watch,0,0,0,830,830,0,y_t102,0,31,0.71,days,19 months ,8,https://shopee.com.my/100-Original-Gshock-GSTS300-GSTS300G-GST-S300G-1A1-Casio-Gshock-AllBlack-BlackOut-Timepieces-Watch-i.102995025.4831519515
100% Original Gshock GST400 GST400G GST-400G-1A9 Casio Gshock BlackGold Timepieces Watch,0,0,0,780,780,0,y_t102,0,31,0.71,days,19 months ,8,https://shopee.com.my/100-Original-Gshock-GST400-GST400G-GST-400G-1A9-Casio-Gshock-BlackGold-Timepieces-Watch-i.102995025.7031405306
100%Original Gshock GA710 GA710GB GA-710GB-1A STANDARD ANALOG-DIGITAL Casio Timepiece Watch Analogue Digital,0,0,0,485,485,0,y_t102,0,31,0.71,days,19 months ,8,https://shopee.com.my/100-Original-Gshock-GA710-GA710GB-GA-710GB-1A-STANDARD-ANALOG-DIGITAL-Casio-Timepiece-Watch-Analogue-Digital-i.102995025.5732087731
100%Original Gshock Malaysia DW6900 DW6900SK DW-6900SK-1 Casio SkeletonSeries Timepieces Watch,0,0,0,339,339,0,y_t102,0,31,0.71,days,19 months ,8,https://shopee.com.my/100-Original-Gshock-Malaysia-DW6900-DW6900SK-DW-6900SK-1-Casio-SkeletonSeries-Timepieces-Watch-i.102995025.5630555077
CiaoBest Cross border popular Wallis / wlisth men's watch dragon gold watch with diamond waterproof steel band quartz wa,0,0,0,31.26,31.26,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Cross-border-popular-Wallis-wlisth-men's-watch-dragon-gold-watch-with-diamond-waterproof-steel-band-quartz-wa-i.133818407.4035568263
Watch Men Luminous Tungsten Steel Waterproof Student Couple Watch Male Calendar Quartz Watch Blue,5,1,1,47,47,1,xb80.sip.my,3,324,0.57,hours,10 months ,0,https://shopee.com.my/Watch-Men-Luminous-Tungsten-Steel-Waterproof-Student-Couple-Watch-Male-Calendar-Quartz-Watch-Blue-i.163484059.2538295307
Corgeut Men's Watch Parts 41mm Polished Sapphire Glass watch case fit ETA 2836 miyota 8215 DG2813 Movement,0,0,0,161,161,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/Corgeut-Men's-Watch-Parts-41mm-Polished-Sapphire-Glass-watch-case-fit-ETA-2836-miyota-8215-DG2813-Movement-i.260076189.4933359744
Corgeut 38.9mm Black Sterile Dial Green Luminous Watch Dial fit 6497 st3600 Hand Winding Movement mens Watch Parts,0,0,0,74.8,74.8,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/Corgeut-38.9mm-Black-Sterile-Dial-Green-Luminous-Watch-Dial-fit-6497-st3600-Hand-Winding-Movement-mens-Watch-Parts-i.260076189.6733701603
Watch Parts 30.5mm Sterile black watch dial white marks fit ETA 2824 2836 Miyota 8215 ST1612 Automatic Movements,0,0,0,66.56,66.56,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/Watch-Parts-30.5mm-Sterile-black-watch-dial-white-marks-fit-ETA-2824-2836-Miyota-8215-ST1612-Automatic-Movements-i.260076189.4533355431
44mm Corgeut Blue Dial Stainless Steel Case Luminous 17 Jewels 6497 Hand Winding Movement Mens Watch,0,0,0,276,276,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/44mm-Corgeut-Blue-Dial-Stainless-Steel-Case-Luminous-17-Jewels-6497-Hand-Winding-Movement-Mens-Watch-i.260076189.5333876381
41mm Corgeut Black PVD Case Sapphire Glass Date Window Luminous Hands Automatic Movement Mens Watch,0,0,0,396,396,0,citydance.my,0,53,0.57,hours,19 days ,4,https://shopee.com.my/41mm-Corgeut-Black-PVD-Case-Sapphire-Glass-Date-Window-Luminous-Hands-Automatic-Movement-Mens-Watch-i.260076189.6633872878
2020CONTENA creative calendar design academic style students simple and exquisite watch female,0,0,0,48.39,48.39,0,shzysy.my,137,1400,0.97,days,5 months ,80,https://shopee.com.my/2020CONTENA-creative-calendar-design-academic-style-students-simple-and-exquisite-watch-female-i.211422437.3235731876
Rolex Rhinestone Female Watch 35mm Boutique Girls Steel Band Wrist Watch,5,1,1,80.14,80.14,1,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Rolex-Rhinestone-Female-Watch-35mm-Boutique-Girls-Steel-Band-Wrist-Watch-i.173469253.7326035683
Ck Watch Simple Three Needle Student Bracelet Watch Viola-playing Girlfriend With,0,0,0,74.2,74.2,0,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Ck-Watch-Simple-Three-Needle-Student-Bracelet-Watch-Viola-playing-Girlfriend-With-i.173469253.6411366239
Ngines/wave. Piano Watch Male Essential Steel Band Watch Precision,0,0,0,92.65,92.65,0,yanyies.my,1,338,1,days,9 months ,4,https://shopee.com.my/Ngines-wave.-Piano-Watch-Male-Essential-Steel-Band-Watch-Precision-i.173469253.5019760773
CiaoBest Men's watch,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Men's-watch-i.133818407.7135566883
CiaoBest Wallace waterproof watch men's gold business quartz watch Korean Trend leisure fashion couple watch mixed batc,0,0,0,25.28,25.28,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wallace-waterproof-watch-men's-gold-business-quartz-watch-Korean-Trend-leisure-fashion-couple-watch-mixed-batc-i.133818407.6835566832
CiaoBest New watches fashion simple couple watches original Shi Ying movement ladies watches waterproof watches men's wa,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-New-watches-fashion-simple-couple-watches-original-Shi-Ying-movement-ladies-watches-waterproof-watches-men's-wa-i.133818407.6535566825
Huawei Watch GT2 Electroplate TPU Protection Straps Clasps Case Cover,4.9,86,167,7.9,7.9,167,nielsoncheong,898,87,0.97,hours,34 months ,1300,https://shopee.com.my/Huawei-Watch-GT2-Electroplate-TPU-Protection-Straps-Clasps-Case-Cover-i.30318655.7012868788
CiaoBest Wallis new fashion steel band watches calendar waterproof three-pin quartz watches manufacturers wholesale men',0,0,0,34.18,34.18,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wallis-new-fashion-steel-band-watches-calendar-waterproof-three-pin-quartz-watches-manufacturers-wholesale-men'-i.133818407.6135566895
2020 Women's elegant and noble temperament quartz watch women,0,0,0,42.32,42.32,0,zmyzm1269.my,265,4600,0.99,days,6 months ,526,https://shopee.com.my/2020-Women's-elegant-and-noble-temperament-quartz-watch-women-i.201120301.6135566823
CiaoBest Wlisth watch men's suit couple watch a pair of wholesale manufacturernight light waterproof steel belt watch la,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Wlisth-watch-men's-suit-couple-watch-a-pair-of-wholesale-manufacturernight-light-waterproof-steel-belt-watch-la-i.133818407.6535566721
"Original UAG Urban Armor Gear Watch Band UAG Active Nylon weave Band Strap for Apple Watch 4, 3, 2 & 1 38mm/40mm 42mm/44mm",5,2,2,49.99,49.99,2,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/Original-UAG-Urban-Armor-Gear-Watch-Band-UAG-Active-Nylon-weave-Band-Strap-for-Apple-Watch-4-3-2-1-38mm-40mm-42mm-44mm-i.216287990.7832458907
Apple Watch iwatch Serie 5 4 3 2 1Stainless Steel Wrist Band Strap 38/42/40/44mm,5,1,2,36.79,36.79,2,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/Apple-Watch-iwatch-Serie-5-4-3-2-1Stainless-Steel-Wrist-Band-Strap-38-42-40-44mm-i.216287990.7320240591
CiaoBest WLISTH/Wallis new small three-pin creative quartz men's watch wholesale waterproof men's watch non-mechanical,0,0,0,39.04,39.04,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-WLISTH-Wallis-new-small-three-pin-creative-quartz-men's-watch-wholesale-waterproof-men's-watch-non-mechanical-w-i.133818407.6035566736
New Stock！Milanese Loop for Apple Watch Series 5 4 3 2 1 For iwatch 42mm 38mm 40mm 44mm Band Steel Strap Magnetic Wrist + Case || All Sounds,5,1,6,18,18,6,3210235.my,34,97,1,days,5 months ,28,https://shopee.com.my/New-Stock！Milanese-Loop-for-Apple-Watch-Series-5-4-3-2-1-For-iwatch-42mm-38mm-40mm-44mm-Band-Steel-Strap-Magnetic-Wrist-Case-All-Sounds-i.216287990.5019196857
CiaoBest Men's steel band quartz watch business night light waterproof men's watch double calendar leisure men's watch c,0,0,0,25.36,25.36,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Men's-steel-band-quartz-watch-business-night-light-waterproof-men's-watch-double-calendar-leisure-men's-watch-c-i.133818407.5735566742
Curren 8327 Men's Casual Watch Japan Imported Quartz Movement Leather Strap Calendar Waterproof Quartz Wristwatch,0,0,0,55.5,55.5,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-8327-Men's-Casual-Watch-Japan-Imported-Quartz-Movement-Leather-Strap-Calendar-Waterproof-Quartz-Wristwatch-i.208385345.3835126048
Xiaomi Mi 4 Bracelet Wrist Strap Xiaomi Mi 3 Replacement Wristband,0,0,0,5.11,5.11,0,kxwj.sip.my,15,1800,0.87,days,11 months ,8,https://shopee.com.my/Xiaomi-Mi-4-Bracelet-Wrist-Strap-Xiaomi-Mi-3-Replacement-Wristband-i.161158520.3403780222
MONTBLANC Automatic Watch (7A),0,0,0,299,299,0,edwardwong99,73,5,0.92,hours,3 years ,66,https://shopee.com.my/MONTBLANC-Automatic-Watch-(7A)-i.19943126.1228571013
Curren Men's Casual Watch Genuine Leather Strap Fashion Large Dial Calendar Waterproof Quartz Watch 8267,0,0,0,56,56,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Watch-Genuine-Leather-Strap-Fashion-Large-Dial-Calendar-Waterproof-Quartz-Watch-8267-i.208385345.5035030628
CiaoBest Steel band couple South Korean night light waterproof trend leisure diamond double calendar quartz watc,0,0,0,29.31,29.31,0,ciaobest.my,0,168,0.57,hours,14 months ,5,https://shopee.com.my/CiaoBest-Steel-band-couple-South-Korean-night-light-waterproof-trend-leisure-diamond-double-calendar-quartz-watc-i.133818407.4735568341
DW Watch [Authentic] Men/Women Support Official Website Verification (Ready Stock),0,0,0,239,239,0,edwardwong99,73,5,0.92,hours,3 years ,66,https://shopee.com.my/DW-Watch-Authentic-Men-Women-Support-Official-Website-Verification-(Ready-Stock)-i.19943126.3523361335
Curren Men's Casual Watch Genuine Leather Strap Waterproof Calendar Display Fashion Business Quartz Watch 8253,0,0,0,54.2,54.2,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Watch-Genuine-Leather-Strap-Waterproof-Calendar-Display-Fashion-Business-Quartz-Watch-8253-i.208385345.4135031135
Curren Men's Casual Sports Watch Calendar Fashion Large Dial Genuine Leather Strap Waterproof Quartz Watch 8284,0,0,0,55.5,55.5,0,ourslife.my,298,960,0.98,hours,6 months ,171,https://shopee.com.my/Curren-Men's-Casual-Sports-Watch-Calendar-Fashion-Large-Dial-Genuine-Leather-Strap-Waterproof-Quartz-Watch-8284-i.208385345.6635030395
